,azimuth_angle_bins,max_elevation_angles (deg),radial_distances (m),heights (m),longitude,latitude
1050,105.0,4.465176378429095,8656.65773464057,676.0,-90.33875,79.39847222222222
1051,105.10000000000001,4.478866105468264,8681.156545330721,680.0,-90.33791666666667,79.39819444444444
1052,105.2,4.508991727739741,8648.279485629084,682.0,-90.33958333333334,79.39819444444444
1053,105.30000000000001,4.45502250600963,8689.302993997266,677.0,-90.33791666666667,79.39791666666666
1054,105.4,14.204870395619082,173.82417324636214,44.0,-90.73958333333333,79.41819444444444
1055,105.5,4.510573351547452,8607.205533712327,679.0,-90.34208333333333,79.39791666666666
1056,105.60000000000001,4.56366821976324,8631.931774081995,689.0,-90.34125,79.39763888888889
1057,105.7,4.572317948592147,8615.532892640278,689.0,-90.34208333333333,79.39763888888889
1058,105.80000000000001,4.552653395934536,8640.345967880363,688.0,-90.34125,79.39736111111111
1059,105.9,4.618341340620575,8591.20493261359,694.0,-90.34375,79.39736111111111
1060,106.0,4.613845674144257,8574.829689279035,692.0,-90.34458333333333,79.39736111111111
1061,106.10000000000001,4.626999908828995,8599.770162863573,696.0,-90.34375,79.39708333333333
1062,106.2,4.671167229067255,8567.054992475834,700.0,-90.34541666666667,79.39708333333333
1063,106.30000000000001,4.635634447076465,8534.350423226177,692.0,-90.34708333333333,79.39708333333333
1064,106.4,4.701912712673828,8559.418849068436,704.0,-90.34625,79.39680555555556
1065,106.5,4.710862286249511,8543.084581928359,704.0,-90.34708333333333,79.39680555555556
1066,106.60000000000001,4.697094200983765,8568.239050645774,704.0,-90.34625,79.39652777777778
1067,106.7,4.764033963135946,8519.295216378528,710.0,-90.34875,79.39652777777778
1068,106.80000000000001,4.739669422427371,8502.986255323536,705.0,-90.34958333333333,79.39652777777778
1069,106.9,4.792402913977457,8528.269035782563,715.0,-90.34875,79.39625
1070,107.0,12.877464857821565,157.4688334935879,36.0,-90.74041666666666,79.41819444444444
1071,107.10000000000001,4.760672780932799,8537.345423327535,711.0,-90.34875,79.39597222222223
1072,107.2,4.854943699731114,8488.531135282545,721.0,-90.35125,79.39597222222223
